CATEGORIA;LINHA;FAMILIA;COD_MOD;COD_GRADE;DESC_MOD;COD_COR;DESC_COR;TAMANHO_ID;COLECAO;FABRICA_ORIGEM;NACIONALIDADE;MULTIPLO;EXCLUSIVO;DATA_LANCAMENTO;PRECO_ADULTO;PRECO_INFANTIL;COD_MOD_DE;COD_COR_DE;HERANCA;TIPO_PREVISAO;REDE_S|SE_COMPACTA;REDE_S|SE_QUIOSQUE;REDE_N|NE|CO_COMPACTA;REDE_N|NE|CO_QUIOSQUE;VOLUME_S|SE_FULL|COMPACTA;VOLUME_S|SE_QUIOSQUE;VOLUME_N|NE|CO_FULL|COMPACTA;VOLUME_N|NE|CO_QUIOSQUE;EXPERIENCIA;E-COMMERCE;CONCEPT;MORUMBI;LEBLON;CONCEPT_RIO;IGUATEMI;M0;M2;M3;M4;M39;M80;M81;M82;M83;M84;M85;M67;F0;F2;F80;F81;F82;F83;F84;F69;F70;J1;J2;J3;I0;I80;I81;I82;B0;B2;B80;B81;B82;HF1;F3;HF4;W11;W12;CS1;CS2;CS3;CS4
SANDÁLIAS;FEMININO;SLIM;4148257;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;76;ROSA BALLET;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;22,91;;4145617;869;1;DEFAULT;x;;x;;x;;x;;X;X;X;X;X;X;X;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;SLIM;4148301;7015270;SANDÁLIAS HAVAIANAS SLIM SQUARE LISA;90;PRETO;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;17,91;;4140265;2191;1;DEFAULT;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;SLIM;4148301;7015270;SANDÁLIAS HAVAIANAS SLIM SQUARE LISA;3544;ROSA CROCUS;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;17,91;;4140265;9898;1;DEFAULT;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;SLIM;4148301;7015270;SANDÁLIAS HAVAIANAS SLIM SQUARE LISA;1;BRANCO;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;17,91;;4140265;9898;1;DEFAULT;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;GLITTER;4146093;7015485;SANDÁLIAS HAVAIANAS SLIM SPARKLE ME;154;AREIA;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;36,66;;4146937;3544;1;DEFAULT;;;;;;;;;X;X;X;X;X;X;X;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;GLITTER;4146093;7015485;SANDÁLIAS HAVAIANAS SLIM SPARKLE ME;90;PRETO;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;36,66;;4146937;2967;1;DEFAULT;;;;;;;;;X;X;X;X;X;X;X;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;SLIM;4148256;7015156;SANDÁLIAS HAVAIANAS SLIM METALLIC RAINBOW;1749;PINK LEMONADE;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;;25,00;;4146908;76;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;SLIM;4148256;7015156;SANDÁLIAS HAVAIANAS SLIM METALLIC RAINBOW;121;BEGE PALHA;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;;25,00;;4146908;7598;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;SLIM;4148256;7015156;SANDÁLIAS HAVAIANAS SLIM METALLIC RAINBOW;1822;CITRONELA;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;;25,00;;4146908;904;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;MARVEL;4148310;7015309;SANDÁLIAS HAVAIANAS SLIM MARVEL;212;TURQUESA;SA234/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;20,82;20,82;4136242;1069;1;DEFAULT;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;MARVEL;4148310;7015309;SANDÁLIAS HAVAIANAS SLIM MARVEL;1256;SALMÃO;SA234/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;20,82;20,82;4136242;555;1;DEFAULT;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;MARVEL;4148310;7015309;SANDÁLIAS HAVAIANAS SLIM MARVEL;5178;CINZA AÇO;SA234/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;20,82;20,82;4136242;1069;1;DEFAULT;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;SELECTED CHANNELS;4147906;7014823;SANDÁLIAS HAVAIANAS SLIM GLITTER STRIPES;128;BRANCO/PRETO;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;33,33;27,08;4103352;9919;1;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;SELECTED CHANNELS;4147906;7014823;SANDÁLIAS HAVAIANAS SLIM GLITTER STRIPES;9537;BRANCO/AREIA;SA290/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;33,33;27,08;4103352;9919;1;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;SELECTED CHANNELS;4147906;7014823;SANDÁLIAS HAVAIANAS SLIM GLITTER STRIPES;76;ROSA BALLET;SA290/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;33,33;27,08;4103352;9919;1;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;SELECTED CHANNELS;4147875;7014771;SANDÁLIAS HAVAIANAS SLIM FLORAL PALM;90;PRETO;SA234/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;22,08;17,91;4132567;9053;1;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;SELECTED CHANNELS;4147875;7014771;SANDÁLIAS HAVAIANAS SLIM FLORAL PALM;1808;AZUL TRANQUILIDADE;SA234/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;22,08;17,91;4132567;9053;1;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4147076;-1;SANDALIAS HAVAIANAS SLIM CRUELLA FC;1;BRANCO;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;31,25;;0;0;1;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4147001;-1;SANDALIAS HAVAIANAS S.FLATF.CRUELLA FC;90;PRETO;SA334/412;PRÉ VENDA;A022;NACIONAL;12;;;35,41;;0;0;1;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BOYS LICENSES;4148300;7015263;SANDÁLIAS HAVAIANAS KIDS TOP MARVEL;1;BRANCO;SA234/356;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;19,99;19,99;4147006;6362;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;X;X;;X;X;X;X;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BOYS LICENSES;4148300;7015263;SANDÁLIAS HAVAIANAS KIDS TOP MARVEL;2404;AZUL WATER;SA234/356;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;19,99;19,99;4147006;555;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;X;X;;X;X;X;X;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;PROJETO ESPECIAL;4147078;-1;SANDÁLIAS HAVAIANAS ISAAC SILVA;1;BRANCO;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;27,08;;0;0;1;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;PROJETO ESPECIAL;4147078;-1;SANDÁLIAS HAVAIANAS ISAAC SILVA;121;BEGE PALHA;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;27,08;;0;0;1;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;PROJETO ESPECIAL;4147079;-1;SANDÁLIAS HAVAIANAS ISAAC SILVA;2619;AMAZONIA;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;27,08;;0;0;;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4146779;-1;SANDALIAS HAVAIANAS FLORESTA SURREAL FC FARM;90;PRETO;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;27,08;;0;0;1;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4146781;-1;SANDALIAS HAVAIANAS FARM TUCANO ONCA FC;5774;CARAMELO SALGADO;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;27,08;;0;0;1;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4146614;-1;SANDALIAS HAVAIANAS FARM FLORESTA SOLAR FC;2619;AMAZONIA;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;27,08;;0;0;1;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4146616;-1;SANDALIAS HAVAIANAS FARM ARARIS FC;1669;AZUL CEU;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;27,08;;0;0;1;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4146615;-1;SANDALIAS HAVAIANAS F. BRASIL DE COR FC;5217;ROSA MACARON;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;27,08;;0;0;1;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;TOP;4147239;7014283;SANDÁLIAS HAVAIANAS BRASIL TECH;1;BRANCO;SA334/456;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;37,50;;4147594;90;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;;;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;TOP;4147239;7014283;SANDÁLIAS HAVAIANAS BRASIL TECH;555;MARINHO;SA334/456;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;37,50;;4147594;2619;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;;;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;ENTRY PRICE;4148255;7015149;SANDÁLIAS HAVAIANAS BRASIL LIGHT;1;BRANCO;SA334/478;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-03-01;18,75;;4119507;2404;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;ENTRY PRICE;4148255;7015149;SANDÁLIAS HAVAIANAS BRASIL LIGHT;90;PRETO;SA334/478;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-03-01;18,75;;4119507;2404;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;ENTRY PRICE;4148255;7015149;SANDÁLIAS HAVAIANAS BRASIL LIGHT;555;MARINHO;SA334/478;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-03-01;18,75;;4119507;2404;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;ENTRY PRICE;4148255;7015149;SANDÁLIAS HAVAIANAS BRASIL LIGHT;2711;AZUL NAVAL;SA334/478;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-03-01;18,75;;4119507;2404;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;LICENÇA;4148278;7015209;SANDÁLIAS HAVAIANAS BEI;121;BEGE PALHA;SA334/456;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;22,92;;4146366;7611;0,8;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;X;X;X;X;X;X;X;X;X;X;X;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;PROJETO ESPECIAL;4147259;-1;SÁNDALIAS FARM VOO VERÃO;555;0;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;;;0;0;;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;PROJETO ESPECIAL;4147241;-1;SÁNDALIAS FARM FEIRA PATH;486;0;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;29,16;;0;0;;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;PROJETO ESPECIAL;4147260;-1;SÁNDALIAS FARM FARM LAB;1976;0;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;27,08;;0;0;;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;PROJETO ESPECIAL;4147235;-1;SÁNDALIAS FARM BELEZA MIX;90;PRETO;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;27,08;;0;0;;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;PROJETO ESPECIAL;4147236;-1;SÁNDALIAS FARM BANANATIC;90;PRETO;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;29,16;;0;0;;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4147064;7014133;SANDÁLIA SLIM STAR SW CRYSTAL COLLECTION;9057;AZUL ASHLEY;SA334/412;PRÉ VENDA;A022;NACIONAL;12;;;37,50;;0;0;;DEFAULT;;;;;;;;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4147064;7014133;SANDÁLIA SLIM STAR SW CRYSTAL COLLECTION;90;PRETO;SA334/412;PRÉ VENDA;A022;NACIONAL;12;;;37,50;;0;0;;DEFAULT;;;;;;;;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4147064;7014133;SANDÁLIA SLIM STAR SW CRYSTAL COLLECTION;3544;ROSA CROCUS;SA334/412;PRÉ VENDA;A022;NACIONAL;12;;;37,50;;0;0;;DEFAULT;;;;;;;;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4147064;7014133;SANDÁLIA SLIM STAR SW CRYSTAL COLLECTION;570;DOURADO;SA334/412;PRÉ VENDA;A022;NACIONAL;12;;;37,50;;0;0;;DEFAULT;;;;;;;;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4147069;7014091;SANDÁLIA SLIM ATLANTIS CRYSTAL COLLECTION;2404;AZUL ÁGUA;SA334/412;PRÉ VENDA;A022;NACIONAL;12;;;60,41;;0;0;;DEFAULT;;;;;;;;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4147069;7014091;SANDÁLIA SLIM ATLANTIS CRYSTAL COLLECTION;3544;ROSA CROCUS;SA334/412;PRÉ VENDA;A022;NACIONAL;12;;;60,41;;0;0;;DEFAULT;;;;;;;;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4146086;7014036;SANDÁLIA HAVAIANAS YOU ST TRP BSC FC;129;ROSA CRISTAL;SA334/412;COLEÇÃO 21/22;A022;NACIONAL;12;;;33,33;;4140714;121;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;X;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4146086;7014036;SANDÁLIA HAVAIANAS YOU ST TRP BSC FC;2404;AZUL WATER;SA334/412;COLEÇÃO 21/22;A022;NACIONAL;12;;;33,33;;4140714;57;1,5;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;;;;;;;;;;;;X;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4146086;7014036;SANDÁLIA HAVAIANAS YOU ST TRP BSC FC;90;PRETO;SA334/412;COLEÇÃO 21/22;A022;NACIONAL;12;;;33,33;;4140714;1976;1,5;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;;;;;;;;;;;;X;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4146086;7014036;SANDÁLIA HAVAIANAS YOU ST TRP BSC FC;7598;AMARELO LIMAO;SA334/412;COLEÇÃO 21/22;A022;NACIONAL;12;;;33,33;;4140714;1976;1,5;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;;;;;;;;;;;;X;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4146086;7014036;SANDÁLIA HAVAIANAS YOU ST TRP BSC FC;7853;BEIGE/MINERAL GREEN;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;33,33;;4146086;7598;1,5;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;x;;;;;;;;;;;;;X;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4146086;7014036;SANDÁLIA HAVAIANAS YOU ST TRP BSC FC;5647;CERAMIC;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;33,33;;4146086;129;1;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;x;;;;;;;;;;;;;X;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4146086;7014036;SANDÁLIA HAVAIANAS YOU ST TRP BSC FC;545;BLACK /LIGHT PINK;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;33,33;;4146086;90;1,5;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;x;;;;;;;;;;;;;X;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4146086;7014036;SANDÁLIA HAVAIANAS YOU ST TRP BSC FC;555;NAVY BLUE;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;33,33;;4146086;2404;1,5;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;x;;;;;;;;;;;;;X;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4148246;7015107;SANDÁLIA HAVAIANAS YOU ST TROPEZ PRINT;8910;ROSA ELÉTRICO;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;37,50;;4140714;7600;1;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;x;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4148246;7015107;SANDÁLIA HAVAIANAS YOU ST TROPEZ PRINT;555;MARINHO;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;37,50;;4140714;555;1;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;x;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4148246;7015107;SANDÁLIA HAVAIANAS YOU ST TROPEZ PRINT;1976;FERRUGEM;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;37,50;;4140714;27;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;x;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4145827;7013310;SANDÁLIA HAVAIANAS YOU ST TROPEZ MESH;90;PRETO;SA334/412;COLEÇÃO 21/22;A022;NACIONAL;12;;;45,83;;4145827;1669;2;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;X;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4145827;7013310;SANDÁLIA HAVAIANAS YOU ST TROPEZ MESH;4755;CORAL SPARK;SA334/412;COLEÇÃO 21/22;A022;NACIONAL;12;;;45,83;;4145827;5784;2;DEFAULT;X;X;X;x;X;x;X;X;X;X;x;x;x;x;x;;;;;;;;;;;;;X;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4145827;7013310;SANDÁLIA HAVAIANAS YOU ST TROPEZ MESH;3562;AZUL PROVENCE;SA334/412;COLEÇÃO 21/22;A022;NACIONAL;12;;;45,83;;4145827;1669;2;DEFAULT;X;X;X;x;X;x;X;X;X;X;x;x;x;x;x;;;;;;;;;;;;;X;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4147010;7014052;SANDÁLIA HAVAIANAS YOU ST TROPEZ LUSH;154;AREIA;SA334/412;COLEÇÃO 21/22;A022;NACIONAL;12;;;41,66;;4145627;121;2;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;;;;;;;;;;;;X;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4147010;7014052;SANDÁLIA HAVAIANAS YOU ST TROPEZ LUSH;74;NOVO GRAFITE;SA334/412;COLEÇÃO 21/22;A022;NACIONAL;12;;;41,66;;4145627;555;2;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;;;;;;;;;;;;X;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4147010;7014052;SANDÁLIA HAVAIANAS YOU ST TROPEZ LUSH;3544;ROSA CROCUS;SA334/412;COLEÇÃO 21/22;A022;NACIONAL;12;;;41,66;;4145627;76;2;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;X;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;PROJETO ESPECIAL;4147527;-1;SANDÁLIA HAVAIANAS YOU ST TROPEZ GLOW;555;MARINHO;SA334/412;PRÉ VENDA;A022;NACIONAL;12;;;33,33;;0;0;;DEFAULT;;;;;;;;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;PROJETO ESPECIAL;4147527;-1;SANDÁLIA HAVAIANAS YOU ST TROPEZ GLOW;8910;ROSA;SA334/412;PRÉ VENDA;A022;NACIONAL;12;;;33,33;;0;0;;DEFAULT;;;;;;;;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
